bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
S1190	2014597	senate	1530232	2025-03-28	21-14	1	0	4	291	Read third time in full -- PASSED 21-14-0	Provides appropriations for a statutory increase to commissioner salaries of the Public Utilities Commission, Industrial Commission, and State Tax Commission.	APPROPRIATIONS -- PUBLIC UTILITIES COMMISSION -- STATE TAX COMMISSION -- INDUSTRIAL COMMISSION -- Provides appropriations for a statutory increase to commissioner salaries of the Public Utilities Commission, Industrial C	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1191	2014510	senate	1530100	2025-03-28	9-26	1	0	1		Read third time in full -- FAILED 9-26-0	Relates to the appropriation to the Office of Energy and Mineral Resources for fiscal year 2026.	APPROPRIATIONS -- OFFICE OF ENERGY AND MINERAL RESOURCES -- Relates to the appropriation to the Office of Energy and Mineral Resources for fiscal year 2026.	out-of-gate:not-enacted	
S1192	2014524	house	1534318	2025-04-01	34-35	1	0	2			Relates to the appropriation to the State Liquor Division for fiscal year 2026.	APPROPRIATIONS -- STATE LIQUOR DIVISION -- Relates to the appropriation to the State Liquor Division for fiscal year 2026.	out-of-gate:not-enacted	
S1192	2014524	senate	1530250	2025-03-28	21-13	1	0	2		Read third time in full -- PASSED 21-13-1	Relates to the appropriation to the State Liquor Division for fiscal year 2026.	APPROPRIATIONS -- STATE LIQUOR DIVISION -- Relates to the appropriation to the State Liquor Division for fiscal year 2026.	out-of-gate:not-enacted	
S1193	2014637	house	1532768	2025-04-01	27-43	1	0	2			Relates to the appropriation to the Office of Information Technology Services for fiscal years 2025 and 2026.	APPROPRIATIONS -- OFFICE OF INFORMATION TECHNOLOGY SERVICES -- Relates to the appropriation to the Office of Information Technology Services for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
S1193	2014637	senate	1530056	2025-03-28	25-10	1	0	2		Read third time in full -- PASSED 25-10-0	Relates to the appropriation to the Office of Information Technology Services for fiscal years 2025 and 2026.	APPROPRIATIONS -- OFFICE OF INFORMATION TECHNOLOGY SERVICES -- Relates to the appropriation to the Office of Information Technology Services for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
S1194	2015012	house	1536241	2025-04-02	44-24	1	0	4	309	Read Third Time in Full -- PASSED 44-24-2	Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- PUBLIC HEALTH SERVICES -- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1194	2015012	senate	1531010	2025-03-31	22-13	1	0	4	309	Read third time in full -- PASSED 22-13-0	Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- PUBLIC HEALTH SERVICES -- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1195	2015128	senate	1531385	2025-03-31	13-22	1	0	1		Read third time in full -- FAILED 13-22-0	Relates to the appropriation to the State Tax Commission for fiscal year 2026.	APPROPRIATIONS -- STATE TAX COMMISSION -- Relates to the appropriation to the State Tax Commission for fiscal year 2026.	out-of-gate:not-enacted	
S1196	2015199	house	1533350	2025-04-01	48-21	1	0	4	292		Relates to the appropriation to the Idaho Commission for Libraries for fiscal year 2026.	APPROPRIATIONS -- IDAHO COMMISSION FOR LIBRARIES -- Relates to the appropriation to the Idaho Commission for Libraries for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1196	2015199	senate	1531357	2025-03-31	24-11	1	0	4	292	Read third time in full -- PASSED 24-11-0	Relates to the appropriation to the Idaho Commission for Libraries for fiscal year 2026.	APPROPRIATIONS -- IDAHO COMMISSION FOR LIBRARIES -- Relates to the appropriation to the Idaho Commission for Libraries for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1197	2015173	house	1533432	2025-04-01	55-15	1	0	4	293		Relates to the appropriation to the Idaho State Police for fiscal years 2025 and 2026.	APPROPRIATIONS -- IDAHO STATE POLICE -- Relates to the appropriation to the Idaho State Police for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1197	2015173	senate	1531416	2025-03-31	28-6	1	0	4	293	Read third time in full -- PASSED 28-6-1	Relates to the appropriation to the Idaho State Police for fiscal years 2025 and 2026.	APPROPRIATIONS -- IDAHO STATE POLICE -- Relates to the appropriation to the Idaho State Police for fiscal years 2025 and 2026.	out-of-gate:not-divided	
S1198	2015153	house	1536661	2025-04-03	52-17	1	1	4	317		Adds to existing law to establish provisions to ensure freedom of inquiry in higher education.	EDUCATION -- Adds to existing law to establish provisions to ensure freedom of inquiry in higher education.	batched:batch-02	imported in batch-02
S1198	2015153	senate	1537403	2025-04-04	23-12	2	1	4	317	Read in full as required) -- PASSED 23-12-0	Adds to existing law to establish provisions to ensure freedom of inquiry in higher education.	EDUCATION -- Adds to existing law to establish provisions to ensure freedom of inquiry in higher education.	batched:batch-02	imported in batch-02
S1199	2015076	senate	1532071	2025-03-31	26-9	1	1	2		Read in full as required) -- PASSED 26-9-0	Amends existing law to revise provisions regarding the Idaho Parental Rights Act.	IDAHO PARENTAL RIGHTS ACT -- Amends existing law to revise provisions regarding the Idaho Parental Rights Act.	out-of-gate:not-enacted	
S1200	2015492	house	1532716	2025-04-01	38-31	1	0	4	294		Relates to the appropriation to the Idaho State Historical Society for fiscal year 2026.	APPROPRIATIONS -- IDAHO STATE HISTORICAL SOCIETY -- Relates to the appropriation to the Idaho State Historical Society for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1200	2015492	senate	1532715	2025-03-31	20-13	1	0	4	294	Read third time in full -- PASSED 20-13-2	Relates to the appropriation to the Idaho State Historical Society for fiscal year 2026.	APPROPRIATIONS -- IDAHO STATE HISTORICAL SOCIETY -- Relates to the appropriation to the Idaho State Historical Society for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1201	2015413	house	1536223	2025-04-02	40-30	1	0	4	310		Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- MEDICAID -- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1201	2015413	senate	1532764	2025-03-31	22-13	1	0	4	310	Read third time in full -- PASSED 22-13-0	Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- MEDICAID -- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1202	2015287	house	1533240	2025-04-01	51-19	1	0	4	295		Relates to the appropriation to the Office of the State Public Defender for fiscal year 2025.	APPROPRIATIONS -- OFFICE OF THE STATE PUBLIC DEFENDER -- Relates to the appropriation to the Office of the State Public Defender for fiscal year 2025.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1202	2015287	senate	1531281	2025-03-31	23-12	1	0	4	295	Read third time in full -- PASSED 23-12-0	Relates to the appropriation to the Office of the State Public Defender for fiscal year 2025.	APPROPRIATIONS -- OFFICE OF THE STATE PUBLIC DEFENDER -- Relates to the appropriation to the Office of the State Public Defender for fiscal year 2025.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1203	2016490	house	1536248	2025-04-02	56-11	1	0	4	330		Relates to the appropriation to the Department of Health and Welfare for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF HEALTH AND WELFARE -- INDEPENDENT COUNCILS -- Relates to the appropriation to the Department of Health and Welfare for fiscal year 2026.	out-of-gate:not-divided	
S1203	2016490	senate	1532759	2025-03-31	27-8	1	0	4	330	Read in full as required) -- PASSED 27-8-0	Relates to the appropriation to the Department of Health and Welfare for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF HEALTH AND WELFARE -- INDEPENDENT COUNCILS -- Relates to the appropriation to the Department of Health and Welfare for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1204	2016572	house	1536207	2025-04-02	55-11	1	0	4	311		Relates to the appropriation to the Executive Office of the Governor for fiscal year 2026.	APPROPRIATIONS -- EXECUTIVE OFFICE OF THE GOVERNOR -- Relates to the appropriation to the Executive Office of the Governor for fiscal year 2026.	out-of-gate:not-divided	
S1204	2016572	senate	1532732	2025-03-31	25-10	1	0	4	311	Read in full as required) -- PASSED 25-10-0	Relates to the appropriation to the Executive Office of the Governor for fiscal year 2026.	APPROPRIATIONS -- EXECUTIVE OFFICE OF THE GOVERNOR -- Relates to the appropriation to the Executive Office of the Governor for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1205	2016447	senate	1534916	2025-04-01	3-31	1	0	1		Read in full as required) -- FAILED 3-31-1	Relates to the funding of the Idaho Transportation Department for fiscal years 2025 and 2026.	IDAHO TRANSPORTATION DEPARTMENT -- FUNDING -- Relates to the funding of the Idaho Transportation Department for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
S1206	2017529	house	1534565	2025-04-02	53-16	1	0	4	331		Relates to the appropriation to the Department of Health and Welfare for fiscal year 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- EARLY LEARNING AND DEVELOPMENT AND SERVICES FOR THE DEVELOPMENTALLY DISABLED -- Relates to the appropriation to the Department of Health and Welfare for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1206	2017529	senate	1532957	2025-04-01	27-7	1	0	4	331	Read in full as required) -- PASSED 27-7-1	Relates to the appropriation to the Department of Health and Welfare for fiscal year 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- EARLY LEARNING AND DEVELOPMENT AND SERVICES FOR THE DEVELOPMENTALLY DISABLED -- Relates to the appropriation to the Department of Health and Welfare for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
S1207	2017520	house	1534580	2025-04-02	60-8	1	0	4	332		Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- OTHER PROGRAMS -- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	out-of-gate:not-divided	
S1207	2017520	senate	1534579	2025-04-01	30-3	1	0	4	332	Read in full as required) -- PASSED 30-3-2	Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- OTHER PROGRAMS -- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	out-of-gate:not-divided	
S1208	2017568	house	1536346	2025-04-02	55-12	1	0	4	322		YOUTH SAFETY AND PERMANENCY- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- YOUTH SAFETY AND PERMANENCY- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	out-of-gate:not-divided	
S1208	2017568	senate	1534597	2025-04-01	28-7	1	0	4	322	Read in full as required) -- PASSED 28-7-0	YOUTH SAFETY AND PERMANENCY- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	APPROPRIATIONS -- HEALTH AND WELFARE -- YOUTH SAFETY AND PERMANENCY- Relates to the appropriation to the Department of Health and Welfare for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
